movie_title,available_globally,viewing_hours,release_month,runtime,runtime_category,genre,language,country,imdb_rating,type,total_seasons,gn_drama,gn_action,gn_fantasy,gn_mystery,gn_talk-show,gn_unknown,gn_news,gn_war,gn_film-noir,gn_horror,gn_crime,gn_thriller,gn_romance,gn_musical,gn_reality-tv,gn_biography,gn_comedy,gn_short,gn_sci-fi,gn_western,gn_history,gn_adventure,gn_documentary,gn_music,gn_family,gn_adult,gn_game-show,gn_animation,gn_sport,lg_english,lg_other,lg_spanish,lg_japanese,lg_french,ct_united_states,ct_other,ct_united_kingdom,ct_japan,ct_france,type_encoded
I Told Sunset About You ,0,900000,10,60,Medium,"Drama, Romance",Thai,Thailand,8.8,series,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
Il giorno più bello del mondo,0,900000,7,93,Feature Long,Unknown,Other,Other,6.45836797128875,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Immortals (2011),0,900000,7,93,Feature Long,Unknown,Other,Other,6.45836797128875,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
In the Line of Fire (1993),0,900000,7,93,Feature Long,Unknown,Other,Other,6.45836797128875,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
In/Spectre ,0,900000,1,24,Short,"Animation, Action, Comedy",Japanese,Japan,6.6,series,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
Incarnate,0,900000,12,87,Medium Long,"Horror, Thriller",English,United States,5.3,movie,1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Incident in a Ghostland,0,900000,6,91,Feature Long,"Drama, Horror, Mystery","English, French","Canada, France",6.4,movie,1.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
Indian Predator: The Butcher of Delhi: Limited Series ,1,900000,7,93,Feature Long,Unknown,Other,Other,6.386713113346341,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Inkheart,0,900000,1,106,Feature Long,"Adventure, Family, Fantasy",English,"Germany, United Kingdom, United States, Italy",6.1,movie,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
Into the Storm (2014),0,900000,7,93,Feature Long,Unknown,Other,Other,6.45836797128875,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Investiture of the Gods ,0,900000,4,45,Medium,"Adventure, Drama, Fantasy",Mandarin,China,7.7,series,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
Io sono l'abisso,0,900000,7,93,Feature Long,Unknown,Other,Other,6.45836797128875,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
It's Always Sunny in Philadelphia,0,900000,8,22,Short,Comedy,English,United States,8.8,series,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Jack Whitehall: Travels with My Father,1,900000,9,30,Short,"Documentary, Comedy",English,United Kingdom,7.6,series,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
James Acaster: Repertoire: Collection,1,900000,7,93,Feature Long,Unknown,Other,Other,6.386713113346341,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Jane Eyre (2011),0,900000,7,93,Feature Long,Unknown,Other,Other,6.45836797128875,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Jo Koy: Live from Seattle,1,900000,3,62,Medium Long,Comedy,English,United States,7.3,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Jolly Roger (2022),0,900000,7,93,Feature Long,Unknown,Other,Other,6.45836797128875,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Juman ,0,900000,9,40,Medium,"Drama, Romance",Arabic,Kuwait,5.2,series,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
Katt Williams: Great America,1,900000,1,60,Medium,Comedy,English,United States,6.2,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
King of Beggars ,0,900000,12,101,Feature Long,"Action, Comedy, Drama",Cantonese,Hong Kong,6.8,movie,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Kitty Love: An Homage to Cats ,1,900000,6,60,Medium,Documentary,Dutch,Netherlands,5.2,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Krishna Vrinda Vihari,0,900000,9,139,Long,"Comedy, Drama, Romance",Telugu,India,5.8,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Kulipari: An Army of Frogs,1,900000,7,93,Feature Long,Unknown,Other,Other,6.386713113346341,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Kung Fu Yoga ,0,900000,1,107,Feature Long,"Action, Adventure, Comedy","Mandarin, English","China, India, Hong Kong",5.2,movie,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
Kwestie van Geduld,0,900000,10,81,Medium Long,Romance,Dutch,Netherlands,5.3,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Lakeview Terrace,0,900000,9,110,Feature Long,"Crime, Drama, Thriller",English,United States,6.2,movie,1.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
LAST HOPE: Part 1 ,0,900000,7,93,Feature Long,Unknown,Other,Other,6.45836797128875,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Lawrence of Arabia: Restored Version,0,900000,7,93,Feature Long,Unknown,Other,Other,6.45836797128875,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Lead Me Home,1,900000,11,39,Medium,"Short, Documentary",English,United States,6.3,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Legal Wives,0,900000,7,31,Medium,Drama,"Tagalog, Filipino, Malay",Philippines,6.9,series,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
Legally Blonde,0,900000,7,96,Feature Long,"Comedy, Romance","English, Vietnamese",United States,6.4,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
LEGO Bionicle: The Journey to One,1,900000,3,22,Short,"Animation, Action, Adventure",English,United States,5.5,series,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
LEGO: City Adventures,0,900000,6,22,Short,"Animation, Short, Action",English,"United States, France, Denmark, United Kingdom",6.7,series,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1
Loco Por Vos,0,900000,1,100,Feature Long,Comedy,Spanish,Colombia,5.3,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
LoliRock,0,900000,10,26,Short,"Animation, Action, Adventure","English, French, Korean, Italian, German, Spanish","South Korea, France",7.5,series,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1
Look Who's Talking Now,0,900000,11,96,Feature Long,"Comedy, Family, Romance",English,United States,4.4,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Looper,0,900000,9,119,Feature Long,"Action, Drama, Sci-Fi","English, French","United States, China",7.4,movie,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
Lost ,0,900000,9,44,Medium,"Adventure, Drama, Fantasy","English, Portuguese, Spanish, Arabic, French, Korean, German, Latin, Russian, Japanese",United States,8.3,series,6.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
Love Aaj Kal ,0,900000,7,128,Long,"Comedy, Drama, Romance",Hindi,India,6.8,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Love Island USA,0,900000,6,30,Short,Romance,English,United States,6.556964702219878,series,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Love of My Life (2020),0,900000,7,93,Feature Long,Unknown,Other,Other,6.45836797128875,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Love Per Square Foot ,1,900000,2,133,Long,"Comedy, Romance",Hindi,India,7.2,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Love You ,1,900000,3,105,Feature Long,"Comedy, Romance",English,United States,7.0,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Lovesick,1,900000,4,1,Short,Comedy,English,United Kingdom,8.0,series,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
Lovesick,1,900000,4,1,Short,Comedy,English,United Kingdom,8.0,series,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
Luna Petunia,1,900000,12,22,Short,"Animation, Family, Fantasy",English,United States,6.4,series,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
Luther (2010): Series 4,0,900000,7,93,Feature Long,Unknown,Other,Other,6.45836797128875,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Ma Rainey's Black Bottom,1,900000,12,94,Feature Long,"Drama, Music",English,United States,6.9,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Manhunt ,0,900000,8,2,Short,"Biography, Crime, Drama",English,United States,8.1,series,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Masameer County ,0,900000,7,30,Short,"Animation, Comedy, Drama","Arabic, English",Saudi Arabia,8.0,series,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
Masters of the Universe: Revelation: Part 2,1,900000,7,93,Feature Long,Unknown,Other,Other,6.386713113346341,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
MeatEater Part 1,1,900000,7,93,Feature Long,Unknown,Other,Other,6.386713113346341,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Mercy Black,0,900000,3,88,Medium Long,"Horror, Mystery, Thriller",English,United States,4.9,movie,1.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Mighty Express,1,900000,9,30,Short,"Animation, Adventure, Comedy",English,"United States, Canada",3.9,series,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1
Mighty Little Bheem: I Love Taj Mahal,1,900000,5,20,Short,"Animation, Short, Comedy",Other,India,6.724914395617566,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Miss India,0,900000,11,136,Long,Drama,"Telugu, Tamil",India,3.6,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Miss Kobayashi's Dragon Maid ,0,900000,1,24,Short,"Animation, Comedy, Fantasy",Japanese,Japan,7.7,series,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
Missing Home ,1,900000,7,6,Short,"Short, Drama, Family",English,United States,6.534000256833304,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Mister Maker,0,900000,7,30,Short,Family,English,United Kingdom,6.8,series,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
Mononoke ,0,900000,7,25,Short,"Animation, Fantasy, Horror",Japanese,Japan,8.2,series,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
"Monster High: Boo York, Boo York",0,900000,9,71,Medium Long,"Animation, Fantasy",English,USA,6.7,movie,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Mother's Day (2016),0,900000,7,93,Feature Long,Unknown,Other,Other,6.45836797128875,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Mrs. Brown's Boys D' Movie,0,900000,7,93,Feature Long,Unknown,Other,Other,6.45836797128875,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Muoi: The Curse Returns ,0,900000,10,95,Feature Long,"Drama, Horror",Vietnamese,Vietnam,4.7,movie,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Nagi-Asu: A Lull in the Sea ,0,900000,10,23,Short,"Animation, Drama, Fantasy",Japanese,Japan,7.4,series,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
New Interpretation Records of the Three Kingdoms ,0,900000,12,113,Feature Long,"Comedy, History",Japanese,Japan,5.0,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
New World ,1,900000,2,135,Long,"Action, Crime, Drama","Korean, Mandarin",South Korea,7.5,movie,1.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Nick Kroll: Little Big Boy,1,900000,9,66,Medium Long,Comedy,English,United States,6.7,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
No One Will Ever Know ,0,900000,4,102,Feature Long,Drama,Spanish,Mexico,6.2,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
No Regrets in Life ,1,900000,6,30,Short,"Drama, Romance",Mandarin,Taiwan,6.5,series,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
Nobody Knows I'm Here ,0,900000,6,91,Feature Long,"Drama, Music","Spanish, English",Chile,6.5,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Numberblocks,0,900000,1,5,Short,"Animation, Adventure, Family",English,United Kingdom,8.6,series,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
O Candidato Honesto 2,0,900000,8,104,Feature Long,Comedy,Portuguese,Brazil,5.3,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
On the Basis of Sex,0,900000,1,120,Feature Long,"Biography, Drama",English,"United States, China, Canada",7.1,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
One Direction: This Is Us,0,900000,8,92,Feature Long,"Documentary, Music","English, Portuguese","United States, United Kingdom",4.3,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
One Flew Over the Cuckoo's Nest,0,900000,11,133,Long,Drama,English,United States,8.7,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Our Lovers ,0,900000,6,88,Medium Long,"Comedy, Drama, Romance",Spanish,Spain,6.7,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Our Secret ,0,900000,8,30,Short,"Drama, Romance",Chinese,China,8.2,series,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
Out of the Furnace,0,900000,12,116,Feature Long,"Action, Crime, Drama",English,"United Kingdom, United States",6.7,movie,1.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
Overlord III ,0,900000,7,93,Feature Long,Unknown,Other,Other,6.45836797128875,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Paheli ,0,900000,6,140,Long,"Comedy, Drama, Fantasy",Hindi,India,6.4,movie,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Parallel Mothers ,0,900000,10,123,Long,Drama,Spanish,"Spain, France",7.1,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Paris Express ,0,900000,7,47,Medium,Documentary,French,France,7.056553420613301,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Patati Patatá - O Melhor da Pré-escola Vol. 2,0,900000,7,93,Feature Long,Unknown,Other,Other,6.45836797128875,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Peep Show: Series 2,0,900000,7,93,Feature Long,Unknown,Other,Other,6.45836797128875,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Peep Show: Series 3,0,900000,7,93,Feature Long,Unknown,Other,Other,6.45836797128875,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Peep Show: Series 4,0,900000,7,93,Feature Long,Unknown,Other,Other,6.45836797128875,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Peep Show: Series 5,0,900000,7,93,Feature Long,Unknown,Other,Other,6.45836797128875,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Peep Show: Series 6,0,900000,7,93,Feature Long,Unknown,Other,Other,6.45836797128875,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Photocopier ,1,900000,1,130,Long,"Crime, Drama, Mystery",Indonesian,Indonesia,6.8,movie,1.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Pinkfong Dance Workout ,0,900000,7,93,Feature Long,Unknown,Other,Other,6.45836797128875,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Pokémon Journeys: The Series ,0,900000,6,30,Short,"Animation, Adventure, Comedy",Japanese,Japan,7.2,series,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
Polis Evo,0,900000,9,120,Feature Long,"Action, Adventure, Comedy",Malay,Malaysia,6.7,movie,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Porco Rosso ,0,900000,12,94,Feature Long,"Animation, Adventure, Comedy",Japanese,Japan,7.7,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
Power Players (Batch C),0,900000,7,93,Feature Long,Unknown,Other,Other,6.45836797128875,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Promise at Dawn ,0,900000,9,131,Long,"Biography, Drama, Romance","Swedish, French, Polish, Spanish, English","France, Belgium",7.1,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0
Pyaar Ka Punchnama,0,900000,5,149,Long,"Comedy, Drama, Romance",Hindi,India,7.6,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
REA(L)OVE,0,900000,4,40,Medium,Reality-TV,"Japanese, English",Japan,6.6,series,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
Recep Ivedik,0,900000,2,90,Medium Long,Comedy,Turkish,Turkey,4.8,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Red Cliff: Theatrical Version ,0,900000,7,93,Feature Long,Unknown,Other,Other,6.45836797128875,movie,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
