movie_title,available_globally,viewing_hours,release_month,runtime,runtime_category,genre,language,country,imdb_rating,type,total_seasons,gn_action,gn_documentary,gn_game-show,gn_animation,gn_music,gn_talk-show,gn_romance,gn_drama,gn_fantasy,gn_sport,gn_unknown,gn_war,gn_thriller,gn_musical,gn_short,gn_comedy,gn_mystery,gn_film-noir,gn_adult,gn_horror,gn_adventure,gn_biography,gn_history,gn_family,gn_reality-tv,gn_news,gn_crime,gn_western,gn_sci-fi,lg_english,lg_other,lg_spanish,lg_japanese,lg_french,ct_united_states,ct_other,ct_united_kingdom,ct_japan,ct_france
Korkusuz Korkak,0,300000,7,77,Medium Long,"Adventure, Comedy",Turkish,Turkey,8.1,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Krishna and His Leela,0,300000,6,125,Long,"Comedy, Romance",Telugu,India,5.7,movie,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Kukuli Şarkılar,0,300000,7,93,Feature Long,Unknown,Other,Other,6.471712503489753,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Kurup (Tamil),0,300000,7,93,Feature Long,Unknown,Other,Other,6.471712503489753,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Kurup (Telugu),0,300000,7,93,Feature Long,Unknown,Other,Other,6.471712503489753,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
L'allenatore nel pallone,0,300000,10,98,Feature Long,"Comedy, Sport",Italian,Italy,6.9,movie,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
L'uomo del labirinto,0,300000,7,93,Feature Long,Unknown,Other,Other,6.471712503489753,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
La haine,0,300000,2,98,Feature Long,"Crime, Drama",French,France,8.1,movie,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
La hora final,1,300000,7,93,Feature Long,Unknown,Other,Other,6.394544907417721,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
La novia (2015),0,300000,7,93,Feature Long,Unknown,Other,Other,6.471712503489753,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
La Pena Maxima ,1,300000,6,80,Medium Long,Comedy,Spanish,Colombia,6.8,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
La Visa Loca,0,300000,5,105,Feature Long,Comedy,"English, Filipino, Tagalog",Philippines,6.8,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Laddaland ,0,300000,4,125,Long,"Drama, Horror, Mystery",Thai,Thailand,6.2,movie,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Land of Spirits: The Young Shaman ,0,300000,7,93,Feature Long,Unknown,Other,Other,6.471712503489753,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Lara Ati,0,300000,11,116,Feature Long,"Comedy, Drama","Indonesian, German, English",Indonesia,6.5,movie,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Larry Crowne,0,300000,7,98,Feature Long,"Comedy, Drama, Romance","English, Spanish","United States, France",6.1,movie,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
Last Flight to Abuja,0,300000,6,81,Medium Long,"Action, Drama, Thriller",English,"Nigeria, United Kingdom",4.4,movie,1.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Last Madame,0,300000,9,30,Short,Drama,"English, Cantonese, Japanese",Singapore,7.0,series,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
Last Night (2010),0,300000,7,93,Feature Long,Unknown,Other,Other,6.471712503489753,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Le prix à payer,0,300000,4,95,Feature Long,Comedy,"French, English",France,5.6,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
Legacy of Lies (2020),0,300000,7,93,Feature Long,Unknown,Other,Other,6.471712503489753,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Legally Blonde 2: Red, White & Blonde",0,300000,7,95,Feature Long,Comedy,English,United States,4.8,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Legion,0,300000,1,100,Feature Long,"Action, Fantasy, Horror",English,United States,5.3,movie,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Leio ,0,300000,7,93,Feature Long,Unknown,Other,Other,6.471712503489753,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Leligar ,0,300000,7,93,Feature Long,Unknown,Other,Other,6.471712503489753,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Leprechaun: Origins,0,300000,8,90,Medium Long,"Fantasy, Horror",English,United States,3.2,movie,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Lessons of a Dream ,0,300000,2,113,Feature Long,"Drama, Sport","German, English",Germany,6.8,movie,1.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Let's Go! GALAXY GUARDS ,0,300000,7,93,Feature Long,Unknown,Other,Other,6.471712503489753,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Let's Go, JETS! From Small Town Girls to U.S. Champions?! ",0,300000,7,93,Feature Long,Unknown,Other,Other,6.471712503489753,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Lethal Love,0,300000,7,87,Medium Long,Thriller,English,Canada,4.4,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Lethal Weapon 3,0,300000,5,118,Feature Long,"Action, Crime, Thriller",English,United States,6.7,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Lethal Weapon 4,0,300000,7,127,Long,"Action, Crime, Thriller","English, Cantonese, Mandarin",United States,6.6,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
Liar × Liar ,0,300000,2,117,Feature Long,"Comedy, Romance",Japanese,Japan,5.8,movie,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Library Wars ,0,300000,4,128,Long,"Action, Comedy, Drama",Japanese,Japan,5.8,movie,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Life in Outer Space: Exoplanets,0,300000,7,52,Medium,Documentary,English,United States,7.132736048152357,movie,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Life-pedia: 100 Ways to Live on Earth ,0,300000,7,93,Feature Long,Unknown,Other,Other,6.471712503489753,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Lionheart,1,300000,1,108,Feature Long,"Action, Crime, Drama","English, French, Serbian",United States,6.2,movie,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0
Liss Pereira: Adulting ,1,300000,7,93,Feature Long,Unknown,Other,Other,6.394544907417721,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Little Boxes,1,300000,4,84,Medium Long,"Comedy, Drama",English,United States,5.9,movie,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Little Forest ,0,300000,2,103,Feature Long,Drama,Korean,South Korea,7.3,movie,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Liverleaf ,0,300000,4,114,Feature Long,Horror,Japanese,Japan,6.2,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Log Horizon ,0,300000,10,1,Short,"Animation, Action, Adventure",Japanese,Japan,7.5,series,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Look for a Star ,1,300000,1,117,Feature Long,"Comedy, Romance","Cantonese, Mandarin, English",Hong Kong,5.6,movie,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Looking for Love (2017),0,300000,7,93,Feature Long,Unknown,Other,Other,6.471712503489753,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Looking for Teddy ,0,300000,6,82,Medium Long,Comedy,French,France,5.4,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Looop Lapeta ,1,300000,2,131,Long,"Action, Comedy, Crime",Hindi,India,5.2,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
Los Rodríguez y el más allá,0,300000,7,93,Feature Long,Unknown,Other,Other,6.471712503489753,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Lost in Translation,0,300000,10,102,Feature Long,"Comedy, Drama","English, Japanese, German, French","United States, Japan",7.7,movie,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0
Love & Basketball,0,300000,4,124,Long,"Drama, Romance, Sport","English, Spanish",United States,7.2,movie,1.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
Love Happens,0,300000,9,109,Feature Long,"Drama, Romance",English,"United States, Canada, United Kingdom",5.7,movie,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Love Island Australia,0,300000,5,1,Short,Reality-TV,English,Australia,5.6,series,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Love Lives Here,0,300000,4,94,Feature Long,Drama,Zulu,South Africa,7.4,movie,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Love of Thousand Years ,0,300000,3,30,Short,"Adventure, Fantasy, History",Chinese,China,6.7,series,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Love Stories Only Last 90 Minutes ,0,300000,3,93,Feature Long,"Comedy, Romance",Portuguese,Brazil,6.5,movie,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Love You to Death (2019),0,300000,7,93,Feature Long,Unknown,Other,Other,6.471712503489753,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Love's Kitchen,0,300000,6,93,Feature Long,"Comedy, Drama, Romance",English,United Kingdom,5.3,movie,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Luck by Chance ,0,300000,1,156,Long,Drama,"Hindi, English",India,7.1,movie,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Luna Petunia: Return to Amazia,0,300000,2,1,Short,Animation,English,"Canada, United States",4.9,series,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Luna's Revenge ,0,300000,2,92,Feature Long,Thriller,"German, Russian",Germany,5.4,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Lust, Caution ",0,300000,10,157,Long,"Drama, History, Romance","Mandarin, Japanese, English, Shanghainese, Hindi, Cantonese","Taiwan, United States, Hong Kong, China",7.5,movie,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
Lügen und andere Wahrheiten,0,300000,9,106,Feature Long,"Comedy, Drama","German, Russian",Germany,5.0,movie,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Ma Ma (2015),0,300000,7,93,Feature Long,Unknown,Other,Other,6.471712503489753,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Mad Doctor ,0,300000,5,30,Short,Drama,Mandarin,Taiwan,7.3,series,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Maggie & Bianca: Fashion Friends,0,300000,8,24,Short,"Comedy, Drama, Family",Italian,Italy,6.3,series,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Making 1899,1,300000,11,50,Medium,Documentary,English,Germany,7.0954358984098675,movie,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Making Transatlantic,1,300000,7,93,Feature Long,Unknown,Other,Other,6.394544907417721,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Mallesham,0,300000,6,131,Long,Biography,Telugu,India,8.3,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Man Down,0,300000,12,90,Medium Long,"Drama, Thriller, War",English,United States,6.0,movie,1.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Man of Men ,0,300000,10,116,Feature Long,"Comedy, Drama",Other,Other,6.2,movie,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Mandela (2021),0,300000,7,93,Feature Long,Unknown,Other,Other,6.471712503489753,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
MANK,1,300000,12,131,Long,"Biography, Comedy, Drama","English, German, Latin",United States,6.8,movie,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Manolito Four Eyes ,0,300000,7,93,Feature Long,Unknown,Other,Other,6.471712503489753,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Mansfield Park (1999),0,300000,7,93,Feature Long,Unknown,Other,Other,6.471712503489753,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Marionette ,0,300000,9,112,Feature Long,"Mystery, Thriller",English,"Netherlands, Luxembourg, United Kingdom",5.9,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Mariposa,0,300000,3,117,Feature Long,"Comedy, Drama, Romance",Indonesian,Indonesia,7.4,movie,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Markus Krebs: Hocker Rocker Live,0,300000,7,93,Feature Long,Unknown,Other,Other,6.471712503489753,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Marley & Me,0,300000,12,115,Feature Long,"Drama, Family",English,United States,7.0,movie,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Marokkaanse Bruiloft,0,300000,6,116,Feature Long,"Comedy, Romance",Dutch,Netherlands,5.9,movie,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Marriage Blue ,0,300000,11,118,Feature Long,"Comedy, Romance",Korean,South Korea,6.2,movie,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Masaan ,0,300000,6,109,Feature Long,Drama,Hindi,"India, France",8.1,movie,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Master of None,1,300000,11,1,Short,"Comedy, Drama",English,United States,8.2,series,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Masterminds (2016),0,300000,7,93,Feature Long,Unknown,Other,Other,6.471712503489753,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Maybe This Time (2014),0,300000,7,93,Feature Long,Unknown,Other,Other,6.471712503489753,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Me & Roboco ,0,300000,7,93,Feature Long,Unknown,Other,Other,6.471712503489753,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Melancholy of the Betrayed ,0,300000,7,93,Feature Long,Unknown,Other,Other,6.471712503489753,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Memento (2000),0,300000,7,93,Feature Long,Unknown,Other,Other,6.471712503489753,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Meru,0,300000,8,90,Medium Long,"Documentary, Sport",English,"United States, India",7.7,movie,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Meu Passado Me Condena 2 ,0,300000,7,105,Feature Long,"Comedy, Romance",Portuguese,Brazil,5.6,movie,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Mi amigo Alexis,0,300000,5,100,Feature Long,"Adventure, Comedy, Drama",Spanish,Chile,5.1,movie,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Mia and the White Lion,0,300000,4,98,Feature Long,"Adventure, Drama, Family",English,"France, Germany, South Africa, Switzerland, Monaco, United States",6.5,movie,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Miami Bici,0,300000,2,98,Feature Long,"Comedy, Crime","Romanian, English, Spanish, French",Romania,6.1,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0
Michael Che: Shame the Devil,1,300000,11,58,Medium,Comedy,English,United States,6.5,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Michael: Tuesdays and Thursdays,0,300000,7,93,Feature Long,Unknown,Other,Other,6.471712503489753,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Middleditch & Schwartz: Limited Series,1,300000,7,93,Feature Long,Unknown,Other,Other,6.394544907417721,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Midnight Diner ,0,300000,10,24,Short,Drama,Japanese,Japan,8.6,series,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Mike Birbiglia: Thank God for Jokes,1,300000,2,70,Medium Long,Comedy,English,United States,7.5,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Mike Birbiglia: The New One,1,300000,11,85,Medium Long,Comedy,English,United States,7.7,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Milea ,0,300000,2,102,Feature Long,"Drama, Romance",Indonesian,Indonesia,6.2,movie,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Mio fratello rincorre i dinosauri,0,300000,9,101,Feature Long,"Comedy, Family",Italian,"Italy, Spain",6.6,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Mirai ,0,300000,7,98,Feature Long,"Animation, Adventure, Drama","Japanese, English",Japan,7.0,movie,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"Mirror, Mirror ",0,300000,3,106,Feature Long,"Adventure, Comedy, Drama",English,"United States, Canada",5.6,movie,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Misbehaviour (2020),0,300000,7,93,Feature Long,Unknown,Other,Other,6.471712503489753,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Miss Fisher's Murder Mysteries: Series 2,0,300000,7,93,Feature Long,Unknown,Other,Other,6.471712503489753,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
