movie_title,available_globally,viewing_hours,release_month,runtime,runtime_category,genre,language,country,imdb_rating,type,total_seasons,gn_action,gn_documentary,gn_game-show,gn_animation,gn_music,gn_talk-show,gn_romance,gn_drama,gn_fantasy,gn_sport,gn_unknown,gn_war,gn_thriller,gn_musical,gn_short,gn_comedy,gn_mystery,gn_film-noir,gn_adult,gn_horror,gn_adventure,gn_biography,gn_history,gn_family,gn_reality-tv,gn_news,gn_crime,gn_western,gn_sci-fi,lg_english,lg_other,lg_spanish,lg_japanese,lg_french,ct_united_states,ct_other,ct_united_kingdom,ct_japan,ct_france
The Night Agent,1,812100000,3,30,Short,"Action, Drama, Thriller",English,United States,7.5,series,2.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Ginny & Georgia,1,665100000,2,30,Short,"Comedy, Drama",English,United States,7.5,series,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
The Glory ,1,622800000,12,30,Short,"Drama, Mystery, Thriller",Korean,South Korea,8.1,series,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Wednesday,1,507700000,11,30,Short,"Comedy, Crime, Fantasy",English,United States,8.1,series,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Queen Charlotte: A Bridgerton Story,1,503000000,5,30,Short,"Drama, History, Romance",English,United States,7.4,series,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
You,1,440600000,9,45,Medium,"Crime, Drama, Romance",English,United States,7.7,series,5.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
La Reina del Sur,0,429600000,2,378,Long,"Action, Crime, Drama","Spanish, Arabic, Russian, English","Mexico, United States, Spain, Colombia",7.9,series,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0
Outer Banks,1,402500000,4,50,Medium,"Action, Crime, Drama",English,United States,7.5,series,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Ginny & Georgia,1,302100000,2,30,Short,"Comedy, Drama",English,United States,7.5,series,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
FUBAR,1,266200000,5,30,Short,"Action, Adventure, Comedy",English,United States,6.5,series,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Manifest,1,262600000,9,43,Medium,"Drama, Mystery, Sci-Fi",English,United States,7.1,series,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
Kaleidoscope: Limited Series,1,252500000,7,93,Feature Long,Unknown,Other,Other,7.415512639635728,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Firefly Lane,1,251500000,2,30,Short,"Drama, Romance",English,United States,7.7,series,2.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
The Mother,1,249900000,5,115,Feature Long,"Action, Thriller",English,United States,5.6,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Physical: 100 ,1,235000000,1,30,Short,"Game-Show, Reality-TV",Korean,South Korea,7.6,series,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Crash Course in Romance: Limited Series ,1,234800000,7,93,Feature Long,Unknown,Other,Other,7.343858679047867,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Love Is Blind,1,229700000,2,1,Short,"Reality-TV, Romance",English,United States,6.2,series,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
BEEF,1,221100000,4,30,Short,"Comedy, Drama",English,United States,8.0,series,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
The Diplomat,1,214100000,4,30,Short,"Drama, Thriller",English,"United Kingdom, United States",8.0,series,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Luther: The Fallen Sun,1,209700000,3,129,Long,"Crime, Drama, Mystery","English, Estonian, Portuguese","United Kingdom, United States",6.4,movie,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
Fake Profile ,0,206500000,5,30,Short,"Drama, Romance, Thriller",Spanish,Colombia,5.7,series,1.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Vikings: Valhalla,1,205500000,2,2,Short,"Action, Adventure, Drama","English, Latin",United States,7.3,series,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Extraction 2,1,201800000,7,102,Feature Long,Unknown,Other,Other,7.162938802179239,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"XO, Kitty",1,200700000,5,30,Short,"Comedy, Drama, Romance",English,United States,6.5,series,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Doctor Cha: Limited Series ,1,194700000,7,93,Feature Long,Unknown,Other,Other,7.181523999975932,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Shadow and Bone,1,192900000,4,30,Short,"Action, Adventure, Drama",English,United States,7.5,series,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Outer Banks,1,184000000,4,50,Medium,"Action, Crime, Drama",English,United States,7.5,series,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Sweet Tooth,1,182300000,6,30,Short,"Action, Adventure, Drama",English,United States,7.8,series,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
You People,1,181800000,1,117,Feature Long,"Comedy, Romance",English,United States,5.5,movie,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Perfect Match,1,176800000,6,84,Medium Long,"Comedy, Drama, Romance","English, Italian",United States,6.0,movie,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Sex/Life,1,175500000,6,30,Short,"Comedy, Drama, Romance",English,United States,5.6,series,2.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
The Marked Heart ,1,174300000,4,1,Short,"Drama, Thriller",Spanish,"Colombia, Argentina, Mexico",6.5,series,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Murder Mystery 2,1,173600000,3,90,Medium Long,"Action, Comedy, Crime",English,United States,5.7,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
The Surrogacy ,0,172400000,6,30,Short,Drama,Spanish,Mexico,5.9,series,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"Pablo Escobar, el patrón del mal",1,170100000,2,60,Medium,"Biography, Crime, Drama",Spanish,Colombia,8.4,series,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
Never Have I Ever,1,168300000,4,30,Short,"Comedy, Drama",English,United States,7.9,series,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Your Place or Mine,1,163000000,2,109,Feature Long,"Comedy, Romance",English,United States,5.7,movie,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Chiquititas (2013),0,162000000,7,93,Feature Long,Unknown,Other,Other,7.126313940046659,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Emily in Paris,1,161100000,10,30,Short,"Comedy, Drama, Romance","English, French",United States,6.9,series,4.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
Alice in Borderland ,1,157600000,12,50,Medium,"Action, Drama, Mystery",Japanese,Japan,7.7,series,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Alchemy of Souls: Part 1 ,1,155300000,7,93,Feature Long,Unknown,Other,Other,7.022023093356624,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Outer Banks,1,153900000,4,50,Medium,"Action, Crime, Drama",English,United States,7.5,series,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
New Amsterdam (2018),0,153000000,7,93,Feature Long,Unknown,Other,Other,7.089879722798594,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Til Money Do Us Part ,0,152100000,7,93,Feature Long,Unknown,Other,Other,7.086236301073788,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Mr. Queen ,0,151500000,2,70,Medium Long,"Comedy, Fantasy, Romance",Korean,South Korea,8.6,series,1.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Manifest,0,151400000,9,43,Medium,"Drama, Mystery, Sci-Fi",English,United States,7.1,series,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
Alchemy of Souls: Part 2 ,1,150200000,7,93,Feature Long,Unknown,Other,Other,7.001377036916053,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
PAW Patrol,0,149300000,11,23,Short,"Animation, Adventure, Comedy",English,"United States, Canada",6.1,series,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
The Good Bad Mother: Limited Series ,1,148600000,7,93,Feature Long,Unknown,Other,Other,6.9948998427386195,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
The Recruit,1,146900000,1,115,Feature Long,"Action, Thriller","English, Persian, Russian","United States, Switzerland",6.6,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Bloodhounds ,1,146700000,6,30,Short,"Action, Crime, Drama",Korean,South Korea,8.1,series,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
Glass Onion: A Knives Out Mystery,1,142900000,11,102,Feature Long,Unknown,Other,Other,6.953847260749987,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Wrong Side of the Tracks ,0,140100000,5,30,Short,Drama,Spanish,Spain,6.9,series,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Black Mirror,1,139900000,12,60,Medium,"Drama, Mystery, Sci-Fi",English,United Kingdom,8.7,series,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
Triptych ,1,139300000,2,30,Short,"Drama, Mystery, Thriller",Spanish,Mexico,6.3,series,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
The Walking Dead,0,136800000,10,44,Medium,"Drama, Horror, Thriller",English,United States,8.1,series,11.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Bridgerton,1,136600000,12,60,Medium,"Drama, Romance",English,United States,7.4,series,3.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
CoComelon,0,136200000,6,30,Short,"Animation, Family",English,"United States, United Kingdom",4.1,series,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Extraordinary Attorney Woo ,1,135900000,6,1,Short,Drama,Korean,South Korea,8.6,series,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
The Snow Girl ,1,134800000,1,30,Short,"Crime, Drama, Mystery",Spanish,Spain,6.8,series,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
Stranger Things 4,1,133600000,7,102,Feature Long,Comedy,Other,Other,6.704602848794098,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
The Marked Heart ,1,133500000,4,1,Short,"Drama, Thriller",Spanish,"Colombia, Argentina, Mexico",6.5,series,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Bridgerton,1,133400000,12,60,Medium,"Drama, Romance",English,United States,7.4,series,3.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Little Angel,1,132100000,10,88,Medium Long,"Drama, Romance",German,Germany,6.6,movie,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
PAW Patrol,0,130700000,11,23,Short,"Animation, Adventure, Comedy",English,"United States, Canada",6.1,series,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Pasión de Gavilanes,0,129200000,10,60,Medium,"Drama, Romance",Spanish,"Colombia, United States",7.8,series,2.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Suits (2011),1,129100000,7,93,Feature Long,Unknown,Other,Other,6.9159590387011445,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Sex/Life,1,126400000,6,30,Short,"Comedy, Drama, Romance",English,United States,5.6,series,2.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
We Have a Ghost,1,124400000,2,126,Long,"Adventure, Comedy, Drama",English,United States,6.1,movie,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
You,1,123500000,9,45,Medium,"Crime, Drama, Romance",English,United States,7.7,series,5.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Business Proposal ,1,120700000,3,30,Short,"Comedy, Drama, Romance",Korean,South Korea,8.1,series,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
The Pale Blue Eye,1,120500000,1,128,Long,"Crime, Horror, Mystery","English, French, Latin",United States,6.6,movie,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0
Crash Landing on You ,1,120300000,12,70,Medium Long,"Adventure, Comedy, Romance",Korean,South Korea,8.7,series,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
AKA,1,120000000,4,122,Long,"Action, Crime, Thriller","Arabic, French",France,6.6,movie,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
MH370: The Plane That Disappeared: Limited Series,1,118900000,7,93,Feature Long,Unknown,Other,Other,6.874666925820004,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Queenmaker ,1,118600000,4,30,Short,Drama,Korean,South Korea,7.5,series,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Vikings: Valhalla,1,116500000,2,2,Short,"Action, Adventure, Drama","English, Latin",United States,7.3,series,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Breaking Bad,0,116200000,1,49,Medium,"Crime, Drama, Thriller","English, Spanish",United States,9.5,series,5.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
Muted: Limited Series ,1,115800000,7,93,Feature Long,Unknown,Other,Other,6.862117362101226,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Lockwood & Co.,1,113600000,1,30,Short,"Action, Adventure, Drama",English,United Kingdom,7.4,series,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
You,1,107200000,9,45,Medium,"Crime, Drama, Romance",English,United States,7.7,series,5.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Breaking Bad,0,107000000,1,49,Medium,"Crime, Drama, Thriller","English, Spanish",United States,9.5,series,5.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
Suits (2011),1,106600000,7,93,Feature Long,Unknown,Other,Other,6.824873495580982,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Murdaugh Murders: A Southern Scandal,1,104600000,2,30,Short,"Documentary, Crime",English,United States,6.8,series,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Welcome to Eden ,1,104500000,5,1,Short,"Action, Drama, Sci-Fi",Spanish,Spain,5.6,series,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
Breaking Bad,0,104300000,1,49,Medium,"Crime, Drama, Thriller","English, Spanish",United States,9.5,series,5.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
Lucifer,0,102800000,1,42,Medium,"Crime, Drama, Fantasy",English,United States,8.1,series,6.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
CoComelon,0,102300000,6,30,Short,"Animation, Family",English,"United States, United Kingdom",4.1,series,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Café con aroma de mujer,0,101700000,11,60,Medium,"Drama, Romance",Spanish,Colombia,8.4,series,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Love to Hate You ,1,99900000,2,30,Short,"Comedy, Romance",Korean,South Korea,7.9,series,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
The Blacklist,0,99900000,9,43,Medium,"Crime, Drama, Mystery",English,United States,7.9,series,10.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Shadow and Bone,1,99500000,4,30,Short,"Action, Adventure, Drama",English,United States,7.5,series,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
The Unbroken Voice ,0,99000000,7,93,Feature Long,Unknown,Other,Other,6.871274419310202,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Designated Survivor,1,98500000,9,60,Medium,"Action, Drama, Mystery",English,United States,7.5,series,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
The Interest of Love: Limited Series ,1,97800000,7,93,Feature Long,Unknown,Other,Other,6.789248927605096,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Wrong Side of the Tracks ,0,97600000,5,30,Short,Drama,Spanish,Spain,6.9,series,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Minions: The Rise of Gru,0,96400000,7,87,Medium Long,"Animation, Adventure, Comedy","English, Vietnamese, Russian","United States, France",6.5,movie,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"Demon Slayer: Kimetsu no Yaiba: Tanjiro Kamado, Unwavering Resolve Arc ",0,95800000,7,93,Feature Long,Unknown,Other,Other,6.858320030955334,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
The Blacklist,0,95700000,9,43,Medium,"Crime, Drama, Mystery",English,United States,7.9,series,10.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
That '90s Show: Part 1,1,95100000,7,93,Feature Long,Unknown,Other,Other,6.778318662430676,movie,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
You,1,95000000,9,45,Medium,"Crime, Drama, Romance",English,United States,7.7,series,5.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
La Reina del Sur,0,94700000,2,378,Long,"Action, Crime, Drama","Spanish, Arabic, Russian, English","Mexico, United States, Spain, Colombia",7.9,series,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0
All of Us Are Dead ,1,94600000,1,30,Short,"Action, Drama, Fantasy","Korean, English",South Korea,7.5,series,2.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
